item_id,item_name,category_name
i5084,item-5084,cate-d
i5085,item-5085,cate-d
i5086,item-5086,cate-d
i5087,item-5087,cate-d
i5088,item-5088,cate-d
i5089,item-5089,cate-d
i5090,item-5090,cate-d
i5091,item-5091,cate-d
i5092,item-5092,cate-d
i5093,item-5093,cate-d
i5094,item-5094,cate-d
i5095,item-5095,cate-d
i5096,item-5096,cate-d
i5097,item-5097,cate-d
i5098,item-5098,cate-d
i5099,item-5099,cate-d
i5100,item-5100,cate-d
i5101,item-5101,cate-d
i5102,item-5102,cate-d
i5103,item-5103,cate-d
i5104,item-5104,cate-d
i5105,item-5105,cate-d
i5106,item-5106,cate-d
i5107,item-5107,cate-d
i5108,item-5108,cate-d
i5109,item-5109,cate-d
i5110,item-5110,cate-d
i5111,item-5111,cate-d
i5112,item-5112,cate-d
i5113,item-5113,cate-d
i5114,item-5114,cate-d
i5115,item-5115,cate-d
i5116,item-5116,cate-d
i5117,item-5117,cate-d
i5118,item-5118,cate-d
i5119,item-5119,cate-d
i5120,item-5120,cate-d
i5121,item-5121,cate-d
i5122,item-5122,cate-d
i5123,item-5123,cate-d
i5124,item-5124,cate-d
i5125,item-5125,cate-d
i5126,item-5126,cate-d
i5127,item-5127,cate-d
i5128,item-5128,cate-d
i5129,item-5129,cate-d
i5130,item-5130,cate-d
i5131,item-5131,cate-d
i5132,item-5132,cate-d
i5133,item-5133,cate-d
i5134,item-5134,cate-d
i5135,item-5135,cate-d
i5136,item-5136,cate-d
i5137,item-5137,cate-d
i5138,item-5138,cate-d
i5139,item-5139,cate-d
i5140,item-5140,cate-d
i5141,item-5141,cate-d
i5142,item-5142,cate-d
i5143,item-5143,cate-d
i5144,item-5144,cate-d
i5145,item-5145,cate-d
i5146,item-5146,cate-d
i5147,item-5147,cate-d
i5148,item-5148,cate-d
i5149,item-5149,cate-d
i5150,item-5150,cate-d
i5151,item-5151,cate-d
i5152,item-5152,cate-d
i5153,item-5153,cate-d
i5154,item-5154,cate-d
i5155,item-5155,cate-d
i5156,item-5156,cate-d
i5157,item-5157,cate-d
i5158,item-5158,cate-d
i5159,item-5159,cate-d
i5160,item-5160,cate-d
i5161,item-5161,cate-d
i5162,item-5162,cate-d
i5163,item-5163,cate-d
i5164,item-5164,cate-d
i5165,item-5165,cate-d
i5166,item-5166,cate-d
i5167,item-5167,cate-d
i5168,item-5168,cate-d
i5169,item-5169,cate-d
i5170,item-5170,cate-d
i5171,item-5171,cate-d
i5172,item-5172,cate-d
i5173,item-5173,cate-d
i5174,item-5174,cate-d
i5175,item-5175,cate-d
i5176,item-5176,cate-d
i5177,item-5177,cate-d
i5178,item-5178,cate-d
i5179,item-5179,cate-d
i5180,item-5180,cate-d
i5181,item-5181,cate-d
i5182,item-5182,cate-d
i5183,item-5183,cate-d
i5184,item-5184,cate-d
i5185,item-5185,cate-d
i5186,item-5186,cate-d
i5187,item-5187,cate-d
i5188,item-5188,cate-d
i5189,item-5189,cate-d
i5190,item-5190,cate-d
i5191,item-5191,cate-d
i5192,item-5192,cate-d
i5193,item-5193,cate-d
i5194,item-5194,cate-d
i5195,item-5195,cate-d
i5196,item-5196,cate-d
i5197,item-5197,cate-d
i5198,item-5198,cate-d
i5199,item-5199,cate-d
i5200,item-5200,cate-d
i5201,item-5201,cate-d
i5202,item-5202,cate-d
i5203,item-5203,cate-d
i5204,item-5204,cate-d
i5205,item-5205,cate-d
i5206,item-5206,cate-d
i5207,item-5207,cate-d
i5208,item-5208,cate-d
i5209,item-5209,cate-d
i5210,item-5210,cate-d
i5211,item-5211,cate-d
i5212,item-5212,cate-d
i5213,item-5213,cate-d
i5214,item-5214,cate-d
i5215,item-5215,cate-d
i5216,item-5216,cate-d
i5217,item-5217,cate-d
i5218,item-5218,cate-d
i5219,item-5219,cate-d
i5220,item-5220,cate-d
i5221,item-5221,cate-d
i5222,item-5222,cate-d
i5223,item-5223,cate-d
i5224,item-5224,cate-d
i5225,item-5225,cate-d
i5226,item-5226,cate-d
i5227,item-5227,cate-d
i5228,item-5228,cate-d
i5229,item-5229,cate-d
i5230,item-5230,cate-d
i5231,item-5231,cate-d
i5232,item-5232,cate-d
i5233,item-5233,cate-d
i5234,item-5234,cate-d
i5235,item-5235,cate-d
i5236,item-5236,cate-d
i5237,item-5237,cate-d
i5238,item-5238,cate-d
i5239,item-5239,cate-d
i5240,item-5240,cate-d
i5241,item-5241,cate-d
i5242,item-5242,cate-d
i5243,item-5243,cate-d
i5244,item-5244,cate-d
i5245,item-5245,cate-d
i5246,item-5246,cate-d
i5247,item-5247,cate-d
i5248,item-5248,cate-d
i5249,item-5249,cate-d
i5250,item-5250,cate-d
i5251,item-5251,cate-d
i5252,item-5252,cate-d
i5253,item-5253,cate-d
i5254,item-5254,cate-d
i5255,item-5255,cate-d
i5256,item-5256,cate-d
i5257,item-5257,cate-d
i5258,item-5258,cate-d
i5259,item-5259,cate-d
i5260,item-5260,cate-d
i5261,item-5261,cate-d
i5262,item-5262,cate-d
i5263,item-5263,cate-d
i5264,item-5264,cate-d
i5265,item-5265,cate-d
i5266,item-5266,cate-d
i5267,item-5267,cate-d
i5268,item-5268,cate-d
i5269,item-5269,cate-d
i5270,item-5270,cate-d
i5271,item-5271,cate-d
i5272,item-5272,cate-d
i5273,item-5273,cate-d
i5274,item-5274,cate-d
i5275,item-5275,cate-d
i5276,item-5276,cate-d
i5277,item-5277,cate-d
i5278,item-5278,cate-d
i5279,item-5279,cate-d
i5280,item-5280,cate-d
i5281,item-5281,cate-d
i5282,item-5282,cate-d
i5283,item-5283,cate-d
i5284,item-5284,cate-d
i5285,item-5285,cate-d
i5286,item-5286,cate-d
i5287,item-5287,cate-d
i5288,item-5288,cate-d
i5289,item-5289,cate-d
i5290,item-5290,cate-d
i5291,item-5291,cate-d
i5292,item-5292,cate-d
i5293,item-5293,cate-d
i5294,item-5294,cate-d
i5295,item-5295,cate-d
i5296,item-5296,cate-d
i5297,item-5297,cate-d
i5298,item-5298,cate-d
i5299,item-5299,cate-d
i5300,item-5300,cate-d
i5301,item-5301,cate-d
i5302,item-5302,cate-d
i5303,item-5303,cate-d
i5304,item-5304,cate-d
i5305,item-5305,cate-d
i5306,item-5306,cate-d
i5307,item-5307,cate-d
i5308,item-5308,cate-d
i5309,item-5309,cate-d
i5310,item-5310,cate-d
i5311,item-5311,cate-d
i5312,item-5312,cate-d
i5313,item-5313,cate-d
i5314,item-5314,cate-d
i5315,item-5315,cate-d
i5316,item-5316,cate-d
i5317,item-5317,cate-d
i5318,item-5318,cate-d
i5319,item-5319,cate-d
i5320,item-5320,cate-d
i5321,item-5321,cate-d
i5322,item-5322,cate-d
i5323,item-5323,cate-d
i5324,item-5324,cate-d
i5325,item-5325,cate-d
i5326,item-5326,cate-d
i5327,item-5327,cate-d
i5328,item-5328,cate-d
i5329,item-5329,cate-d
i5330,item-5330,cate-d
i5331,item-5331,cate-d
i5332,item-5332,cate-d
i5333,item-5333,cate-d
i5334,item-5334,cate-d
i5335,item-5335,cate-d
i5336,item-5336,cate-d
i5337,item-5337,cate-d
i5338,item-5338,cate-d
i5339,item-5339,cate-d
i5340,item-5340,cate-d
i5341,item-5341,cate-d
i5342,item-5342,cate-d
i5343,item-5343,cate-d
i5344,item-5344,cate-d
i5345,item-5345,cate-d
i5346,item-5346,cate-d
i5347,item-5347,cate-d
i5348,item-5348,cate-d
i5349,item-5349,cate-d
i5350,item-5350,cate-d
i5351,item-5351,cate-d
i5352,item-5352,cate-d
i5353,item-5353,cate-d
i5354,item-5354,cate-d
i5355,item-5355,cate-d
i5356,item-5356,cate-d
i5357,item-5357,cate-d
i5358,item-5358,cate-d
i5359,item-5359,cate-d
i5360,item-5360,cate-d
i5361,item-5361,cate-d
i5362,item-5362,cate-d
i5363,item-5363,cate-d
i5364,item-5364,cate-d
i5365,item-5365,cate-d
i5366,item-5366,cate-d
i5367,item-5367,cate-d
i5368,item-5368,cate-d
i5369,item-5369,cate-d
i5370,item-5370,cate-d
i5371,item-5371,cate-d
i5372,item-5372,cate-d
i5373,item-5373,cate-d
i5374,item-5374,cate-d
i5375,item-5375,cate-d
i5376,item-5376,cate-d
i5377,item-5377,cate-d
i5378,item-5378,cate-d
i5379,item-5379,cate-d
i5380,item-5380,cate-d
i5381,item-5381,cate-d
i5382,item-5382,cate-d
i5383,item-5383,cate-d
i5384,item-5384,cate-d
i5385,item-5385,cate-d
i5386,item-5386,cate-d
i5387,item-5387,cate-d
i5388,item-5388,cate-d
i5389,item-5389,cate-d
i5390,item-5390,cate-d
i5391,item-5391,cate-d
i5392,item-5392,cate-d
i5393,item-5393,cate-d
i5394,item-5394,cate-d
i5395,item-5395,cate-d
i5396,item-5396,cate-d
i5397,item-5397,cate-d
i5398,item-5398,cate-d
i5399,item-5399,cate-d
i5400,item-5400,cate-d
i5401,item-5401,cate-d
i5402,item-5402,cate-d
i5403,item-5403,cate-d
i5404,item-5404,cate-d
i5405,item-5405,cate-d
i5406,item-5406,cate-d
i5407,item-5407,cate-d
i5408,item-5408,cate-d
i5409,item-5409,cate-d
i5410,item-5410,cate-d
i5411,item-5411,cate-d
i5412,item-5412,cate-d
i5413,item-5413,cate-d
i5414,item-5414,cate-d
i5415,item-5415,cate-d
i5416,item-5416,cate-d
i5417,item-5417,cate-d
i5418,item-5418,cate-d
i5419,item-5419,cate-d
i5420,item-5420,cate-d
i5421,item-5421,cate-d
i5422,item-5422,cate-d
i5423,item-5423,cate-d
i5424,item-5424,cate-d
i5425,item-5425,cate-d
i5426,item-5426,cate-d
i5427,item-5427,cate-d
i5428,item-5428,cate-d
i5429,item-5429,cate-d
i5430,item-5430,cate-d
i5431,item-5431,cate-d
i5432,item-5432,cate-d
i5433,item-5433,cate-d
i5434,item-5434,cate-d
i5435,item-5435,cate-d
i5436,item-5436,cate-d
i5437,item-5437,cate-d
i5438,item-5438,cate-d
i5439,item-5439,cate-d
i5440,item-5440,cate-d
i5441,item-5441,cate-d
i5442,item-5442,cate-d
i5443,item-5443,cate-d
i5444,item-5444,cate-d
i5445,item-5445,cate-d
i5446,item-5446,cate-d
i5447,item-5447,cate-d
i5448,item-5448,cate-d
i5449,item-5449,cate-d
i5450,item-5450,cate-d
i5451,item-5451,cate-d
i5452,item-5452,cate-d
i5453,item-5453,cate-d
i5454,item-5454,cate-d
i5455,item-5455,cate-d
i5456,item-5456,cate-d
i5457,item-5457,cate-d
i5458,item-5458,cate-d
i5459,item-5459,cate-d
i5460,item-5460,cate-d
i5461,item-5461,cate-d
i5462,item-5462,cate-d
i5463,item-5463,cate-d
i5464,item-5464,cate-d
i5465,item-5465,cate-d
i5466,item-5466,cate-d
i5467,item-5467,cate-d
i5468,item-5468,cate-d
i5469,item-5469,cate-d
i5470,item-5470,cate-d
i5471,item-5471,cate-d
i5472,item-5472,cate-d
i5473,item-5473,cate-d
i5474,item-5474,cate-d
i5475,item-5475,cate-d
i5476,item-5476,cate-d
i5477,item-5477,cate-d
i5478,item-5478,cate-d
i5479,item-5479,cate-d
i5480,item-5480,cate-d
i5481,item-5481,cate-d
i5482,item-5482,cate-d
i5483,item-5483,cate-d
i5484,item-5484,cate-d
i5485,item-5485,cate-d
i5486,item-5486,cate-d
i5487,item-5487,cate-d
i5488,item-5488,cate-d
i5489,item-5489,cate-d
i5490,item-5490,cate-d
i5491,item-5491,cate-d
i5492,item-5492,cate-d
i5493,item-5493,cate-d
i5494,item-5494,cate-d
i5495,item-5495,cate-d
i5496,item-5496,cate-d
i5497,item-5497,cate-d
i5498,item-5498,cate-d
i5499,item-5499,cate-d
i5500,item-5500,cate-d
i5501,item-5501,cate-d
i5502,item-5502,cate-d
i5503,item-5503,cate-d
i5504,item-5504,cate-d
i5505,item-5505,cate-d
i5506,item-5506,cate-d
i5507,item-5507,cate-d
i5508,item-5508,cate-d
i5509,item-5509,cate-d
i5510,item-5510,cate-d
i5511,item-5511,cate-d
i5512,item-5512,cate-d
i5513,item-5513,cate-d
i5514,item-5514,cate-d
i5515,item-5515,cate-d
i5516,item-5516,cate-d
i5517,item-5517,cate-d
i5518,item-5518,cate-d
i5519,item-5519,cate-d
i5520,item-5520,cate-d
i5521,item-5521,cate-d
i5522,item-5522,cate-d
i5523,item-5523,cate-d
i5524,item-5524,cate-d
i5525,item-5525,cate-d
i5526,item-5526,cate-d
i5527,item-5527,cate-d
i5528,item-5528,cate-d
i5529,item-5529,cate-d
i5530,item-5530,cate-d
i5531,item-5531,cate-d
i5532,item-5532,cate-d
i5533,item-5533,cate-d
i5534,item-5534,cate-d
i5535,item-5535,cate-d
i5536,item-5536,cate-d
i5537,item-5537,cate-d
i5538,item-5538,cate-d
i5539,item-5539,cate-d
i5540,item-5540,cate-d
i5541,item-5541,cate-d
i5542,item-5542,cate-d
i5543,item-5543,cate-d
i5544,item-5544,cate-d
i5545,item-5545,cate-d
i5546,item-5546,cate-d
i5547,item-5547,cate-d
i5548,item-5548,cate-d
i5549,item-5549,cate-d
i5550,item-5550,cate-d
i5551,item-5551,cate-d
i5552,item-5552,cate-d
i5553,item-5553,cate-d
i5554,item-5554,cate-d
i5555,item-5555,cate-d
i5556,item-5556,cate-d
i5557,item-5557,cate-d
i5558,item-5558,cate-d
i5559,item-5559,cate-d
i5560,item-5560,cate-d
i5561,item-5561,cate-d
i5562,item-5562,cate-d
i5563,item-5563,cate-d
i5564,item-5564,cate-d
i5565,item-5565,cate-d
i5566,item-5566,cate-d
i5567,item-5567,cate-d
i5568,item-5568,cate-d
i5569,item-5569,cate-d
i5570,item-5570,cate-d
i5571,item-5571,cate-d
i5572,item-5572,cate-d
i5573,item-5573,cate-d
i5574,item-5574,cate-d
i5575,item-5575,cate-d
i5576,item-5576,cate-d
i5577,item-5577,cate-d
i5578,item-5578,cate-d
i5579,item-5579,cate-d
i5580,item-5580,cate-d
i5581,item-5581,cate-d
i5582,item-5582,cate-d
i5583,item-5583,cate-d
i5584,item-5584,cate-d
i5585,item-5585,cate-d
i5586,item-5586,cate-d
i5587,item-5587,cate-d
i5588,item-5588,cate-d
i5589,item-5589,cate-d
i5590,item-5590,cate-d
i5591,item-5591,cate-d
i5592,item-5592,cate-d
i5593,item-5593,cate-d
i5594,item-5594,cate-d
i5595,item-5595,cate-d
i5596,item-5596,cate-d
i5597,item-5597,cate-d
i5598,item-5598,cate-d
i5599,item-5599,cate-d
i5600,item-5600,cate-d
i5601,item-5601,cate-d
i5602,item-5602,cate-d
i5603,item-5603,cate-d
i5604,item-5604,cate-d
i5605,item-5605,cate-d
i5606,item-5606,cate-d
i5607,item-5607,cate-d
i5608,item-5608,cate-d
i5609,item-5609,cate-d
i5610,item-5610,cate-d
i5611,item-5611,cate-d
i5612,item-5612,cate-d
i5613,item-5613,cate-d
i5614,item-5614,cate-d
i5615,item-5615,cate-d
i5616,item-5616,cate-d
i5617,item-5617,cate-d
i5618,item-5618,cate-d
i5619,item-5619,cate-d
i5620,item-5620,cate-d
i5621,item-5621,cate-d
i5622,item-5622,cate-d
i5623,item-5623,cate-d
i5624,item-5624,cate-d
i5625,item-5625,cate-d
i5626,item-5626,cate-d
i5627,item-5627,cate-d
i5628,item-5628,cate-d
i5629,item-5629,cate-d
i5630,item-5630,cate-d
i5631,item-5631,cate-d
i5632,item-5632,cate-d
i5633,item-5633,cate-d
i5634,item-5634,cate-d
i5635,item-5635,cate-d
i5636,item-5636,cate-d
i5637,item-5637,cate-d
i5638,item-5638,cate-d
i5639,item-5639,cate-d
i5640,item-5640,cate-d
i5641,item-5641,cate-d
i5642,item-5642,cate-d
i5643,item-5643,cate-d
i5644,item-5644,cate-d
i5645,item-5645,cate-d
i5646,item-5646,cate-d
i5647,item-5647,cate-d
i5648,item-5648,cate-d
i5649,item-5649,cate-d
i5650,item-5650,cate-d
i5651,item-5651,cate-d
i5652,item-5652,cate-d
i5653,item-5653,cate-d
i5654,item-5654,cate-d
i5655,item-5655,cate-d
i5656,item-5656,cate-d
i5657,item-5657,cate-d
i5658,item-5658,cate-d
i5659,item-5659,cate-d
i5660,item-5660,cate-d
i5661,item-5661,cate-d
i5662,item-5662,cate-d
i5663,item-5663,cate-d
i5664,item-5664,cate-d
i5665,item-5665,cate-d
i5666,item-5666,cate-d
i5667,item-5667,cate-d
i5668,item-5668,cate-d
i5669,item-5669,cate-d
i5670,item-5670,cate-d
i5671,item-5671,cate-d
i5672,item-5672,cate-d
i5673,item-5673,cate-d
i5674,item-5674,cate-d
i5675,item-5675,cate-f
i5676,item-5676,cate-f
i5677,item-5677,cate-f
i5678,item-5678,cate-f
i5679,item-5679,cate-f
i5680,item-5680,cate-f
i5681,item-5681,cate-f
i5682,item-5682,cate-f
i5683,item-5683,cate-f
i5684,item-5684,cate-f
i5685,item-5685,cate-f
i5686,item-5686,cate-f
i5687,item-5687,cate-f
i5688,item-5688,cate-f
i5689,item-5689,cate-f
i5690,item-5690,cate-f
i5691,item-5691,cate-f
i5692,item-5692,cate-f
i5693,item-5693,cate-f
i5694,item-5694,cate-f
i5695,item-5695,cate-f
i5696,item-5696,cate-f
i5697,item-5697,cate-f
i5698,item-5698,cate-f
i5699,item-5699,cate-f
i5700,item-5700,cate-f
i5701,item-5701,cate-f
i5702,item-5702,cate-f
i5703,item-5703,cate-f
i5704,item-5704,cate-f
i5705,item-5705,cate-f
i5706,item-5706,cate-f
i5707,item-5707,cate-f
i5708,item-5708,cate-f
i5709,item-5709,cate-f
i5710,item-5710,cate-f
i5711,item-5711,cate-f
i5712,item-5712,cate-f
i5713,item-5713,cate-f
i5714,item-5714,cate-f
i5715,item-5715,cate-f
i5716,item-5716,cate-f
i5717,item-5717,cate-f
i5718,item-5718,cate-f
i5719,item-5719,cate-f
i5720,item-5720,cate-f
i5721,item-5721,cate-f
i5722,item-5722,cate-f
i5723,item-5723,cate-f
i5724,item-5724,cate-f
i5725,item-5725,cate-f
i5726,item-5726,cate-f
i5727,item-5727,cate-f
i5728,item-5728,cate-f
i5729,item-5729,cate-f
i5730,item-5730,cate-f
i5731,item-5731,cate-f
i5732,item-5732,cate-f
i5733,item-5733,cate-f
i5734,item-5734,cate-f
i5735,item-5735,cate-f
i5736,item-5736,cate-f
i5737,item-5737,cate-f
i5738,item-5738,cate-f
i5739,item-5739,cate-f
i5740,item-5740,cate-f
i5741,item-5741,cate-f
i5742,item-5742,cate-f
i5743,item-5743,cate-f
i5744,item-5744,cate-f
i5745,item-5745,cate-f
i5746,item-5746,cate-f
i5747,item-5747,cate-f
i5748,item-5748,cate-f
i5749,item-5749,cate-f
i5750,item-5750,cate-f
i5751,item-5751,cate-f
i5752,item-5752,cate-f
i5753,item-5753,cate-f
i5754,item-5754,cate-f
i5755,item-5755,cate-f
i5756,item-5756,cate-f
i5757,item-5757,cate-f
i5758,item-5758,cate-f
i5759,item-5759,cate-f
i5760,item-5760,cate-f
i5761,item-5761,cate-f
i5762,item-5762,cate-f
i5763,item-5763,cate-f
i5764,item-5764,cate-f
i5765,item-5765,cate-f
i5766,item-5766,cate-f
i5767,item-5767,cate-f
i5768,item-5768,cate-f
i5769,item-5769,cate-f
i5770,item-5770,cate-f
i5771,item-5771,cate-f
i5772,item-5772,cate-f
i5773,item-5773,cate-f
i5774,item-5774,cate-f
i5775,item-5775,cate-f
i5776,item-5776,cate-f
i5777,item-5777,cate-f
i5778,item-5778,cate-f
i5779,item-5779,cate-f
i5780,item-5780,cate-f
i5781,item-5781,cate-f
i5782,item-5782,cate-f
i5783,item-5783,cate-f
i5784,item-5784,cate-f
i5785,item-5785,cate-f
i5786,item-5786,cate-f
i5787,item-5787,cate-f
i5788,item-5788,cate-f
i5789,item-5789,cate-f
i5790,item-5790,cate-f
i5791,item-5791,cate-f
i5792,item-5792,cate-f
i5793,item-5793,cate-f
i5794,item-5794,cate-f
i5795,item-5795,cate-f
i5796,item-5796,cate-f
i5797,item-5797,cate-f
i5798,item-5798,cate-f
i5799,item-5799,cate-f
i5800,item-5800,cate-f
i5801,item-5801,cate-f
i5802,item-5802,cate-f
i5803,item-5803,cate-f
i5804,item-5804,cate-f
i5805,item-5805,cate-f
i5806,item-5806,cate-f
i5807,item-5807,cate-f
i5808,item-5808,cate-f
i5809,item-5809,cate-f
i5810,item-5810,cate-f
i5811,item-5811,cate-f
i5812,item-5812,cate-f
i5813,item-5813,cate-f
i5814,item-5814,cate-f
i5815,item-5815,cate-f
i5816,item-5816,cate-f
i5817,item-5817,cate-f
i5818,item-5818,cate-f
i5819,item-5819,cate-f
i5820,item-5820,cate-f
i5821,item-5821,cate-f
i5822,item-5822,cate-f
i5823,item-5823,cate-f
i5824,item-5824,cate-f
i5825,item-5825,cate-f
i5826,item-5826,cate-f
i5827,item-5827,cate-f
i5828,item-5828,cate-f
i5829,item-5829,cate-f
i5830,item-5830,cate-f
i5831,item-5831,cate-f
i5832,item-5832,cate-f
i5833,item-5833,cate-f
i5834,item-5834,cate-f
i5835,item-5835,cate-f
i5836,item-5836,cate-f
i5837,item-5837,cate-f
i5838,item-5838,cate-f
i5839,item-5839,cate-f
i5840,item-5840,cate-f
i5841,item-5841,cate-f
i5842,item-5842,cate-f
i5843,item-5843,cate-f
i5844,item-5844,cate-f
i5845,item-5845,cate-f
i5846,item-5846,cate-f
i5847,item-5847,cate-f
i5848,item-5848,cate-f
i5849,item-5849,cate-f
i5850,item-5850,cate-f
i5851,item-5851,cate-f
i5852,item-5852,cate-f
i5853,item-5853,cate-f
i5854,item-5854,cate-f
i5855,item-5855,cate-f
i5856,item-5856,cate-f
i5857,item-5857,cate-f
i5858,item-5858,cate-f
i5859,item-5859,cate-f
i5860,item-5860,cate-f
i5861,item-5861,cate-f
i5862,item-5862,cate-f
i5863,item-5863,cate-f
i5864,item-5864,cate-f
i5865,item-5865,cate-f
i5866,item-5866,cate-f
i5867,item-5867,cate-f
i5868,item-5868,cate-f
i5869,item-5869,cate-f
i5870,item-5870,cate-f
i5871,item-5871,cate-f
i5872,item-5872,cate-f
i5873,item-5873,cate-f
i5874,item-5874,cate-f
i5875,item-5875,cate-f
i5876,item-5876,cate-f
i5877,item-5877,cate-f
i5878,item-5878,cate-f
i5879,item-5879,cate-f
i5880,item-5880,cate-f
i5881,item-5881,cate-f
i5882,item-5882,cate-f
i5883,item-5883,cate-f
i5884,item-5884,cate-f
i5885,item-5885,cate-f
i5886,item-5886,cate-f
i5887,item-5887,cate-f
i5888,item-5888,cate-f
i5889,item-5889,cate-f
i5890,item-5890,cate-f
i5891,item-5891,cate-f
i5892,item-5892,cate-f
i5893,item-5893,cate-f
i5894,item-5894,cate-f
i5895,item-5895,cate-f
i5896,item-5896,cate-f
i5897,item-5897,cate-f
i5898,item-5898,cate-f
i5899,item-5899,cate-f
i5900,item-5900,cate-f
i5901,item-5901,cate-f
i5902,item-5902,cate-f
i5903,item-5903,cate-f
i5904,item-5904,cate-f
i5905,item-5905,cate-f
i5906,item-5906,cate-f
i5907,item-5907,cate-f
i5908,item-5908,cate-f
i5909,item-5909,cate-f
i5910,item-5910,cate-f
i5911,item-5911,cate-f
i5912,item-5912,cate-f
i5913,item-5913,cate-f
i5914,item-5914,cate-f
i5915,item-5915,cate-f
i5916,item-5916,cate-f
i5917,item-5917,cate-f
i5918,item-5918,cate-f
i5919,item-5919,cate-f
i5920,item-5920,cate-f
i5921,item-5921,cate-f
i5922,item-5922,cate-f
i5923,item-5923,cate-f
i5924,item-5924,cate-f
i5925,item-5925,cate-f
i5926,item-5926,cate-f
i5927,item-5927,cate-f
i5928,item-5928,cate-f
i5929,item-5929,cate-f
i5930,item-5930,cate-f
i5931,item-5931,cate-f
i5932,item-5932,cate-f
i5933,item-5933,cate-f
i5934,item-5934,cate-f
i5935,item-5935,cate-f
i5936,item-5936,cate-f
i5937,item-5937,cate-f
i5938,item-5938,cate-f
i5939,item-5939,cate-f
i5940,item-5940,cate-f
i5941,item-5941,cate-f
i5942,item-5942,cate-f
i5943,item-5943,cate-f
i5944,item-5944,cate-f
i5945,item-5945,cate-f
i5946,item-5946,cate-f
i5947,item-5947,cate-f
i5948,item-5948,cate-f
i5949,item-5949,cate-f
i5950,item-5950,cate-f
i5951,item-5951,cate-f
i5952,item-5952,cate-f
i5953,item-5953,cate-f
i5954,item-5954,cate-f
i5955,item-5955,cate-f
i5956,item-5956,cate-f
i5957,item-5957,cate-f
i5958,item-5958,cate-f
i5959,item-5959,cate-f
i5960,item-5960,cate-f
i5961,item-5961,cate-f
i5962,item-5962,cate-f
i5963,item-5963,cate-f
i5964,item-5964,cate-f
i5965,item-5965,cate-f
i5966,item-5966,cate-f
i5967,item-5967,cate-f
i5968,item-5968,cate-f
i5969,item-5969,cate-f
i5970,item-5970,cate-f
i5971,item-5971,cate-f
i5972,item-5972,cate-f
i5973,item-5973,cate-f
i5974,item-5974,cate-f
i5975,item-5975,cate-f
i5976,item-5976,cate-f
i5977,item-5977,cate-f
i5978,item-5978,cate-f
i5979,item-5979,cate-f
i5980,item-5980,cate-f
i5981,item-5981,cate-f
i5982,item-5982,cate-f
i5983,item-5983,cate-f
i5984,item-5984,cate-f
i5985,item-5985,cate-f
i5986,item-5986,cate-f
i5987,item-5987,cate-f
i5988,item-5988,cate-f
i5989,item-5989,cate-f
i5990,item-5990,cate-f
i5991,item-5991,cate-f
i5992,item-5992,cate-f
i5993,item-5993,cate-f
i5994,item-5994,cate-f
i5995,item-5995,cate-f
i5996,item-5996,cate-f
i5997,item-5997,cate-f
i5998,item-5998,cate-f
i5999,item-5999,cate-f
i6000,item-6000,cate-f
i6001,item-6001,cate-f
i6002,item-6002,cate-f
i6003,item-6003,cate-f
i6004,item-6004,cate-f
i6005,item-6005,cate-f
i6006,item-6006,cate-f
i6007,item-6007,cate-f
i6008,item-6008,cate-f
i6009,item-6009,cate-f
i6010,item-6010,cate-f
i6011,item-6011,cate-f
i6012,item-6012,cate-f
i6013,item-6013,cate-f
i6014,item-6014,cate-f
i6015,item-6015,cate-f
i6016,item-6016,cate-f
i6017,item-6017,cate-f
i6018,item-6018,cate-f
i6019,item-6019,cate-f
i6020,item-6020,cate-f
i6021,item-6021,cate-f
i6022,item-6022,cate-f
i6023,item-6023,cate-f
i6024,item-6024,cate-f
i6025,item-6025,cate-f
i6026,item-6026,cate-f
i6027,item-6027,cate-f
i6028,item-6028,cate-f
i6029,item-6029,cate-f
i6030,item-6030,cate-f
i6031,item-6031,cate-f
i6032,item-6032,cate-f
i6033,item-6033,cate-f
i6034,item-6034,cate-f
i6035,item-6035,cate-f
i6036,item-6036,cate-f
i6037,item-6037,cate-f
i6038,item-6038,cate-f
i6039,item-6039,cate-f
i6040,item-6040,cate-f
i6041,item-6041,cate-f
i6042,item-6042,cate-f
i6043,item-6043,cate-f
i6044,item-6044,cate-f
i6045,item-6045,cate-f
i6046,item-6046,cate-f
i6047,item-6047,cate-f
i6048,item-6048,cate-f
i6049,item-6049,cate-f
i6050,item-6050,cate-f
i6051,item-6051,cate-f
i6052,item-6052,cate-f
i6053,item-6053,cate-f
i6054,item-6054,cate-f
i6055,item-6055,cate-f
i6056,item-6056,cate-f
i6057,item-6057,cate-f
i6058,item-6058,cate-f
i6059,item-6059,cate-f
i6060,item-6060,cate-f
i6061,item-6061,cate-f
i6062,item-6062,cate-f
i6063,item-6063,cate-f
i6064,item-6064,cate-f
i6065,item-6065,cate-f
i6066,item-6066,cate-f
i6067,item-6067,cate-f
i6068,item-6068,cate-f
i6069,item-6069,cate-f
i6070,item-6070,cate-f
i6071,item-6071,cate-f
i6072,item-6072,cate-f
i6073,item-6073,cate-f
i6074,item-6074,cate-f
i6075,item-6075,cate-f
i6076,item-6076,cate-f
i6077,item-6077,cate-f
i6078,item-6078,cate-f
i6079,item-6079,cate-f
i6080,item-6080,cate-f
i6081,item-6081,cate-f
i6082,item-6082,cate-f
